,m,n,pyearth,earth,time,forward_iterations,rsq
842,2000,200,0,1,1.707,3,0.996939995243
843,2000,200,1,0,1.99489402771,3,1.0
844,2000,200,0,1,1.373,3,0.993191786927
845,2000,200,1,0,1.99195790291,3,1.0
846,2000,200,0,1,1.717,3,0.997505648119
847,2000,200,1,0,1.99799394608,3,1.0
848,2000,200,0,1,2.126,4,0.997349229136
849,2000,200,1,0,1.99776291847,3,1.0
850,2500,200,0,1,1.685,3,0.994883692351
851,2500,200,1,0,2.43726205826,3,1.0
852,2500,200,0,1,1.699,3,0.99342138866
853,2500,200,1,0,2.43065595627,3,1.0
854,2500,200,0,1,1.692,3,0.994600112475
855,2500,200,1,0,2.45793604851,3,1.0
856,2500,200,0,1,1.697,3,0.993683813818
857,2500,200,1,0,2.42777895927,3,1.0
858,2500,200,0,1,1.698,3,0.994066631789
859,2500,200,1,0,2.41910791397,3,1.0
860,5000,200,0,1,4.735,3,0.995763885974
861,5000,200,1,0,6.4085919857,3,1.0
862,5000,200,0,1,3.449,3,0.993325159795
863,5000,200,1,0,4.78690719604,3,1.0
864,5000,200,0,1,4.37,3,0.995705035685
865,5000,200,1,0,4.8523478508,3,1.0
866,5000,200,0,1,4.825,3,0.995760458646
867,5000,200,1,0,4.79393291473,3,1.0
868,5000,200,0,1,4.352,3,0.996087749755
869,5000,200,1,0,4.79541397095,3,1.0
870,10000,200,0,1,11.094,3,0.99436115873
871,10000,200,1,0,12.4472138882,3,1.0
872,10000,200,0,1,8.395,3,0.994191605613
873,10000,200,1,0,12.4459769726,3,1.0
874,10000,200,0,1,10.86,3,0.995925149821
875,10000,200,1,0,12.3825969696,3,1.0
876,10000,200,0,1,11.299,3,0.996448387259
877,10000,200,1,0,12.6679620743,3,1.0
878,10000,200,0,1,10.765,3,0.996141861013
879,10000,200,1,0,12.4481129646,3,1.0
880,100,400,0,1,0.436,4,0.997985959917
881,100,400,1,0,0.760672807693,3,1.0
882,100,400,0,1,0.42,5,0.997698810395
883,100,400,1,0,0.750414133072,3,1.0
884,100,400,0,1,0.416,4,0.997647067921
885,100,400,1,0,0.757884025574,3,1.0
886,100,400,0,1,0.394,4,0.99717105255
